Date,SKU,Description,Category Description,User Id,Age
12/29/2017,302445,COLORADO LRG RC  NP,Luggage,2137F9E2,27
11/19/2017,286092,PATENT PPORT HLDR  BV,Luggage,2137F9E2,27
12/23/2017,197201,SPARKLE FLOWER RI  Y4,Jewellery,2137F9E2,27
12/4/2017,233242,TRIANGULAR SET  SQ,Jewellery,2137F9E2,27
11/28/2017,302445,COLORADO LRG RC  NP,Luggage,3B285A29,34
11/13/2017,274152,TRAVELLER SML 4W  F0,Luggage,3B285A29,34
12/31/2017,187907,DANGLE BANGLES  A4,Jewellery,3B285A29,34
11/10/2017,250997,X3 HOLDALL  YC,Luggage,3B285A29,34
12/26/2017,204552,MERIBEL BANGLE  TW,Jewellery,3B285A29,34
12/26/2017,251871,WISTERIA SML RC  WL,Luggage,3B285A29,34
11/25/2017,268141,TRAVELLER SML RC  F0,Luggage,3B285A29,34
12/14/2017,302445,COLORADO LRG RC  NP,Luggage,18C02ED8,24
11/22/2017,158770,LEATHER GLOVE  SH,Handbags & Access,18C02ED8,24
12/22/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,18C02ED8,24
12/24/2017,178735,"ASHMILLON GLOVE B0, 1SIZE",Handbags & Access,18C02ED8,24
12/25/2017,198206,FACETED DUO BANGL  N4,Jewellery,18C02ED8,24
12/14/2017,250997,X3 HOLDALL  YC,Luggage,18C02ED8,24
11/20/2017,204552,MERIBEL BANGLE  TW,Jewellery,18C02ED8,24
11/29/2017,145332,LEATHER GLOVE  B0,Handbags & Access,18C02ED8,24
12/23/2017,302445,COLORADO LRG RC  NP,Luggage,56747BB,20
12/13/2017,191787,FLORAL RING  Y4,Jewellery,56747BB,20
11/25/2017,302445,COLORADO LRG RC  NP,Luggage,27CFC589,20
12/30/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,27CFC589,20
11/7/2017,278833,X3 MEGA DECKER  YC,Luggage,27CFC589,20
12/8/2017,300050,XENON MED RC  B0,Luggage,27CFC589,20
12/12/2017,143768,LEATHER GLOVE  AS,Handbags & Access,27CFC589,20
11/27/2017,200172,FACETED DUO BANGL  Y4,Jewellery,27CFC589,20
12/28/2017,302445,COLORADO LRG RC  NP,Luggage,2B468D17,24
12/19/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,2B468D17,24
12/20/2017,221278,PRINT BANGLE  ZZ,Jewellery,2B468D17,24
11/3/2017,245741,CRYSTAL FLOWER ER RR,Jewellery,2B468D17,24
12/15/2017,268380,TRAVELLER MED RC  F0,Luggage,2B468D17,24
12/19/2017,200573,ZIG ZAG BANGLE  J4,Jewellery,2B468D17,24
12/23/2017,302445,COLORADO LRG RC  NP,Luggage,20E428CC,21
12/31/2017,236520,ORGANIC RING  Z0,Jewellery,20E428CC,21
11/21/2017,236520,ORGANIC RING  Z0,Jewellery,20E428CC,21
11/6/2017,140219,OV PLAIN LEATHER  KN,Handbags & Access,20E428CC,21
11/29/2017,297011,VALUE ABS MED RC  IE,Luggage,20E428CC,21
12/3/2017,242932,SHINE HEART NL G4,Jewellery,20E428CC,21
12/10/2017,160639,ASHMILLON GLOVE A0,Handbags & Access,20E428CC,21
12/12/2017,282055,PATENT LEATHER  RX,Luggage,20E428CC,21
12/3/2017,301871,WISTERIA WK RC  WL,Luggage,20E428CC,21
11/11/2017,301871,WISTERIA WK RC  WL,Luggage,20E428CC,21
12/21/2017,302445,COLORADO LRG RC  NP,Luggage,21B76D04,30
12/19/2017,182555,"CASHMERE STRIPE F4, 1SIZE",Handbags & Access,21B76D04,30
11/10/2017,276969,CURVY LEATHER  D0,Luggage,21B76D04,30
11/14/2017,237712,WIDE BAGUETTE  RR,Jewellery,21B76D04,30
11/10/2017,302445,COLORADO LRG RC  NP,Luggage,16851767,53
11/3/2017,250997,X3 HOLDALL  YC,Luggage,16851767,53
12/18/2017,191879,FLOWER SPKLE RING  R4,Jewellery,16851767,53
12/26/2017,225379,FACET BANGLE  A4,Jewellery,16851767,53
12/22/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,16851767,53
11/9/2017,302445,COLORADO LRG RC  NP,Luggage,2CE62157,28
12/11/2017,178394,"ASHMILLON GLOVE A0, 1SIZE",Handbags & Access,2CE62157,28
11/15/2017,241864,ROYAL BAND  Z4,Jewellery,2CE62157,28
11/20/2017,155582,LEATHER GLOVE  P0,Handbags & Access,2CE62157,28
11/18/2017,185847,"PLAIN WOOL/SILK NP, 1SIZE",Handbags & Access,2CE62157,28
12/8/2017,302445,COLORADO LRG RC  NP,Luggage,B022F71,21
11/6/2017,234548,LARGE PLASTIC BAN  X3,Jewellery,B022F71,21
12/14/2017,250190,ESSENTIAL BAG  B0,Luggage,B022F71,21
12/1/2017,194505,DISCO RING  C8,Jewellery,B022F71,21
11/9/2017,302445,COLORADO LRG RC  NP,Luggage,233228B6,35
11/13/2017,131559,PIPED BOW GLOVE  Y4,Handbags & Access,233228B6,35
12/24/2017,124549,PIPED DRIVING GLO  F0,Handbags & Access,233228B6,35
11/20/2017,223062,SPECKLED BANGLE  N4,Jewellery,233228B6,35
11/22/2017,286904,GLOBE TRAV LRG TB  F0,Luggage,233228B6,35
11/3/2017,302445,COLORADO LRG RC  NP,Luggage,2136AC3,20
12/7/2017,169942,CASHMERE STRIPE A4,Handbags & Access,2136AC3,20
11/24/2017,297011,VALUE ABS MED RC  IE,Luggage,2136AC3,20
11/7/2017,193499,DAISY DUKE RING  S4,Jewellery,2136AC3,20
12/15/2017,302445,COLORADO LRG RC  NP,Luggage,28CC59,25
11/7/2017,213702,ORGANIC SWIRL BL  Z4,Jewellery,28CC59,25
12/21/2017,279207,PATENT MAKEUP BAG  D0,Luggage,28CC59,25
12/2/2017,249218,"CRYSTAL FLOWER RI G4, M-L",Jewellery,28CC59,25
11/16/2017,126412,SIDE BOW GLOVE  Y0,Handbags & Access,28CC59,25
12/10/2017,269361,TRAVELLER MED RC  T0,Luggage,28CC59,25
11/14/2017,184019,"BOBBLE SCARF F4, 1SIZE",Handbags & Access,28CC59,25
12/10/2017,293256,PATENT LEATHER  UF,Luggage,28CC59,25
11/11/2017,147552,LEATHER GLOVE  IE,Handbags & Access,28CC59,25
12/24/2017,302445,COLORADO LRG RC  NP,Luggage,140FBB,37
11/6/2017,260400,AUTOGRAPH SML RC  TM,Luggage,140FBB,37
11/8/2017,215392,ANIMAL BANGLE  N4,Jewellery,140FBB,37
11/2/2017,231778,DISCO BALL BANGLE  XT,Jewellery,140FBB,37
11/8/2017,251871,WISTERIA SML RC  WL,Luggage,140FBB,37
11/23/2017,302445,COLORADO LRG RC  NP,Luggage,7FC809F,40
11/30/2017,211153,HAMMERED STACKER  S4,Jewellery,7FC809F,40
12/19/2017,247596,"CRYSTAL FLOWER RI G4, S-M",Jewellery,7FC809F,40
11/24/2017,302445,COLORADO LRG RC  NP,Luggage,19F368E3,49
12/2/2017,275472,GEO LAPTOP BAG  E4,Luggage,19F368E3,49
12/29/2017,275472,GEO LAPTOP BAG  E4,Luggage,19F368E3,49
11/14/2017,278833,X3 MEGA DECKER  YC,Luggage,19F368E3,49
12/8/2017,137551,OV PLAIN LEATHER  A0,Handbags & Access,19F368E3,49
11/20/2017,150031,LEATHER GLOVE  J0,Handbags & Access,19F368E3,49
11/15/2017,217190,CHARM HEART BGL  A4,Jewellery,19F368E3,49
12/4/2017,302445,COLORADO LRG RC  NP,Luggage,11DBF59C,29
11/18/2017,167688,CASHMERE STRIPE F4,Handbags & Access,11DBF59C,29
11/25/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,11DBF59C,29
11/11/2017,143768,LEATHER GLOVE  AS,Handbags & Access,11DBF59C,29
11/23/2017,137551,OV PLAIN LEATHER  A0,Handbags & Access,11DBF59C,29
12/2/2017,214049,WOOD DIP BANGLE  W5,Jewellery,11DBF59C,29
11/18/2017,262169,ARTEMIS LGE RC  C0,Luggage,11DBF59C,29
12/21/2017,302445,COLORADO LRG RC  NP,Luggage,122F3EB2,28
11/22/2017,141244,OV PLAIN LEATHER  SH,Handbags & Access,122F3EB2,28
12/21/2017,245741,CRYSTAL FLOWER ER RR,Jewellery,122F3EB2,28
11/3/2017,268380,TRAVELLER MED RC  F0,Luggage,122F3EB2,28
12/14/2017,302445,COLORADO LRG RC  NP,Luggage,780290A,35
11/10/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,780290A,35
12/31/2017,250109,"CUBE RING Z4, M-L",Jewellery,780290A,35
11/11/2017,251718,X3 2 IN 1 ZIP OFF  YC,Luggage,780290A,35
11/23/2017,225315,SPICE BANGLE  N4,Jewellery,780290A,35
12/20/2017,183306,"CASHMERE STRIPE A4, 1SIZE",Handbags & Access,780290A,35
11/15/2017,302445,COLORADO LRG RC  NP,Luggage,29D93D54,27
11/5/2017,173025,PLAIN WOOL/SILK NP,Handbags & Access,29D93D54,27
12/31/2017,225315,SPICE BANGLE  N4,Jewellery,29D93D54,27
12/13/2017,288550,TRAVELLER SML TB  T0,Luggage,29D93D54,27
11/19/2017,268380,TRAVELLER MED RC  F0,Luggage,29D93D54,27
11/10/2017,235236,MIXED STONE STACK  AN,Jewellery,29D93D54,27
11/15/2017,212118,GYPSY STACK BANGL  NL,Jewellery,29D93D54,27
11/9/2017,302445,COLORADO LRG RC  NP,Luggage,2C26C5D,25
11/11/2017,186796,MIMOSA PRINT BANG  N4,Jewellery,2C26C5D,25
11/7/2017,160639,ASHMILLON GLOVE A0,Handbags & Access,2C26C5D,25
11/18/2017,253476,CONCOURSE SMALL  Y0,Luggage,2C26C5D,25
11/16/2017,217190,CHARM HEART BGL  A4,Jewellery,2C26C5D,25
12/3/2017,302445,COLORADO LRG RC  NP,Luggage,24C669BD,30
11/25/2017,213702,ORGANIC SWIRL BL  Z4,Jewellery,24C669BD,30
12/12/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,24C669BD,30
11/9/2017,249218,"CRYSTAL FLOWER RI G4, M-L",Jewellery,24C669BD,30
11/7/2017,242932,SHINE HEART NL G4,Jewellery,24C669BD,30
12/16/2017,191787,FLORAL RING  Y4,Jewellery,24C669BD,30
11/18/2017,225379,FACET BANGLE  A4,Jewellery,24C669BD,30
11/19/2017,253476,CONCOURSE SMALL  Y0,Luggage,24C669BD,30
11/15/2017,302445,COLORADO LRG RC  NP,Luggage,15B9292D,24
12/29/2017,131559,PIPED BOW GLOVE  Y4,Handbags & Access,15B9292D,24
12/11/2017,155582,LEATHER GLOVE  P0,Handbags & Access,15B9292D,24
11/3/2017,172185,BOBBLE SCARF F4,Handbags & Access,15B9292D,24
12/7/2017,293256,PATENT LEATHER  UF,Luggage,15B9292D,24
11/10/2017,179521,"ASHMILLON BERET A0, 1SIZE",Handbags & Access,15B9292D,24
12/20/2017,302445,COLORADO LRG RC  NP,Luggage,6526D65,22
11/3/2017,145748,LEATHER GLOVE  D0,Handbags & Access,6526D65,22
12/21/2017,143768,LEATHER GLOVE  AS,Handbags & Access,6526D65,22
12/24/2017,281612,LEATHER BAG  JR,Luggage,6526D65,22
11/4/2017,245213,CRYSTAL FLOWER RI G4,Jewellery,6526D65,22
12/10/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,570B6CA,29
12/23/2017,266071,ASTROLITE MEDIUM RC Y0,Luggage,570B6CA,29
12/30/2017,280237,FLORAL LAPTOP BAG  K4,Luggage,570B6CA,29
12/13/2017,274152,TRAVELLER SML 4W  F0,Luggage,570B6CA,29
12/22/2017,271285,TRAVELLER CABIN  F0,Luggage,570B6CA,29
12/29/2017,263281,ARTEMIS CABIN RC  SS,Luggage,570B6CA,29
11/18/2017,261946,ARTEMIS LGE RC  U2,Luggage,570B6CA,29
11/10/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,237446F5,37
12/5/2017,169942,CASHMERE STRIPE A4,Handbags & Access,237446F5,37
12/21/2017,266071,ASTROLITE MEDIUM RC Y0,Luggage,237446F5,37
11/17/2017,195053,DISCO RING  Z0,Jewellery,237446F5,37
11/17/2017,290473,PASSPORT/TAG  JX,Luggage,237446F5,37
11/4/2017,251871,WISTERIA SML RC  WL,Luggage,237446F5,37
12/18/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,1BFB1B80,51
12/29/2017,195053,DISCO RING  Z0,Jewellery,1BFB1B80,51
12/8/2017,138907,OV PLAIN LEATHER  B0,Handbags & Access,1BFB1B80,51
12/29/2017,269361,TRAVELLER MED RC  T0,Luggage,1BFB1B80,51
12/21/2017,147552,LEATHER GLOVE  IE,Handbags & Access,1BFB1B80,51
11/19/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,2804007,42
11/3/2017,263281,ARTEMIS CABIN RC  SS,Luggage,2804007,42
12/18/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,1B0AED8F,31
11/25/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,31553493,27
12/16/2017,266071,ASTROLITE MEDIUM RC Y0,Luggage,31553493,27
11/28/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,31553493,27
12/26/2017,260400,AUTOGRAPH SML RC  TM,Luggage,31553493,27
12/12/2017,198206,FACETED DUO BANGL  N4,Jewellery,31553493,27
11/18/2017,250109,"CUBE RING Z4, M-L",Jewellery,31553493,27
11/4/2017,143768,LEATHER GLOVE  AS,Handbags & Access,31553493,27
11/27/2017,162348,ASHMILLON GLOVE B0,Handbags & Access,31553493,27
12/3/2017,142089,OV SUEDE GLOVE  Y0,Handbags & Access,31553493,27
11/24/2017,186796,MIMOSA PRINT BANG  N4,Jewellery,31553493,27
11/9/2017,245213,CRYSTAL FLOWER RI G4,Jewellery,31553493,27
11/20/2017,233242,TRIANGULAR SET  SQ,Jewellery,31553493,27
11/8/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,31553493,27
12/20/2017,268141,TRAVELLER SML RC  F0,Luggage,31553493,27
11/20/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,148EBDBC,31
12/6/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,148EBDBC,31
12/17/2017,167688,CASHMERE STRIPE F4,Handbags & Access,148EBDBC,31
11/12/2017,271285,TRAVELLER CABIN  F0,Luggage,148EBDBC,31
11/25/2017,300050,XENON MED RC  B0,Luggage,148EBDBC,31
12/3/2017,250997,X3 HOLDALL  YC,Luggage,148EBDBC,31
11/16/2017,234548,LARGE PLASTIC BAN  X3,Jewellery,148EBDBC,31
12/17/2017,268380,TRAVELLER MED RC  F0,Luggage,148EBDBC,31
12/31/2017,233242,TRIANGULAR SET  SQ,Jewellery,148EBDBC,31
11/11/2017,207211,XENON SMALL RC  B0,Luggage,148EBDBC,31
11/14/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,F86447C,29
12/20/2017,173025,PLAIN WOOL/SILK NP,Handbags & Access,F86447C,29
12/13/2017,266071,ASTROLITE MEDIUM RC Y0,Luggage,F86447C,29
12/16/2017,275472,GEO LAPTOP BAG  E4,Luggage,F86447C,29
12/24/2017,231778,DISCO BALL BANGLE  XT,Jewellery,F86447C,29
12/21/2017,251871,WISTERIA SML RC  WL,Luggage,F86447C,29
12/31/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,104D3A10,44
12/18/2017,213702,ORGANIC SWIRL BL  Z4,Jewellery,104D3A10,44
12/15/2017,187907,DANGLE BANGLES  A4,Jewellery,104D3A10,44
11/25/2017,187907,DANGLE BANGLES  A4,Jewellery,104D3A10,44
11/4/2017,292126,SCORPIUS LRG R  LX,Luggage,104D3A10,44
12/4/2017,292126,SCORPIUS LRG R  LX,Luggage,104D3A10,44
11/21/2017,189455,ZEBRA BANGLE  Y4,Jewellery,104D3A10,44
12/30/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,26A00E7F,41
12/24/2017,157310,LEATHER GLOVE  QA,Handbags & Access,26A00E7F,41
11/26/2017,200573,ZIG ZAG BANGLE  J4,Jewellery,26A00E7F,41
12/26/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,8F897D0,20
11/24/2017,169942,CASHMERE STRIPE A4,Handbags & Access,8F897D0,20
11/8/2017,268380,TRAVELLER MED RC  F0,Luggage,8F897D0,20
11/21/2017,301871,WISTERIA WK RC  WL,Luggage,8F897D0,20
11/6/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,28BE84C7,47
12/26/2017,261275,ARTEMIS LGE RC  F7,Luggage,28BE84C7,47
11/19/2017,239263,WISHBONE RING  R4,Jewellery,28BE84C7,47
12/3/2017,297011,VALUE ABS MED RC  IE,Luggage,28BE84C7,47
11/2/2017,239815,CLASSIC CLUSTER  Z4,Jewellery,28BE84C7,47
12/5/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,11ABB9FD,35
11/19/2017,167688,CASHMERE STRIPE F4,Handbags & Access,11ABB9FD,35
12/6/2017,260400,AUTOGRAPH SML RC  TM,Luggage,11ABB9FD,35
11/24/2017,233242,TRIANGULAR SET  SQ,Jewellery,11ABB9FD,35
12/3/2017,166102,ASHMILLON SCARF Y0,Handbags & Access,11ABB9FD,35
11/19/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,3A189875,25
11/21/2017,236520,ORGANIC RING  Z0,Jewellery,3A189875,25
12/16/2017,178394,"ASHMILLON GLOVE A0, 1SIZE",Handbags & Access,3A189875,25
12/28/2017,173982,POSTMAN MESSENGER B0,Handbags & Access,3A189875,25
11/3/2017,157310,LEATHER GLOVE  QA,Handbags & Access,3A189875,25
11/4/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,294567F5,50
12/14/2017,213228,GYPSY STACK BANGL  W5,Jewellery,294567F5,50
11/23/2017,250190,ESSENTIAL BAG  B0,Luggage,294567F5,50
12/18/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,1BE7EA89,45
11/26/2017,292126,SCORPIUS LRG R  LX,Luggage,1BE7EA89,45
11/25/2017,129446,MULTI BUTTON GLOV  VS,Handbags & Access,1BE7EA89,45
12/6/2017,290473,PASSPORT/TAG  JX,Luggage,1BE7EA89,45
12/11/2017,186796,MIMOSA PRINT BANG  N4,Jewellery,1BE7EA89,45
11/20/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,219F1F1E,22
12/31/2017,173025,PLAIN WOOL/SILK NP,Handbags & Access,219F1F1E,22
12/17/2017,173025,PLAIN WOOL/SILK NP,Handbags & Access,219F1F1E,22
12/19/2017,245003,SHINE HEART BL G4,Jewellery,219F1F1E,22
11/21/2017,158770,LEATHER GLOVE  SH,Handbags & Access,219F1F1E,22
11/18/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,219F1F1E,22
12/18/2017,214049,WOOD DIP BANGLE  W5,Jewellery,219F1F1E,22
11/27/2017,193499,DAISY DUKE RING  S4,Jewellery,219F1F1E,22
11/1/2017,193499,DAISY DUKE RING  S4,Jewellery,219F1F1E,22
12/15/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,3493918F,21
11/28/2017,212118,GYPSY STACK BANGL  NL,Jewellery,3493918F,21
12/14/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,464FAB5,32
12/21/2017,169942,CASHMERE STRIPE A4,Handbags & Access,464FAB5,32
12/28/2017,124549,PIPED DRIVING GLO  F0,Handbags & Access,464FAB5,32
11/21/2017,290473,PASSPORT/TAG  JX,Luggage,464FAB5,32
11/19/2017,276969,CURVY LEATHER  D0,Luggage,464FAB5,32
11/26/2017,261946,ARTEMIS LGE RC  U2,Luggage,464FAB5,32
11/17/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,32A1BE1D,32
12/19/2017,141244,OV PLAIN LEATHER  SH,Handbags & Access,32A1BE1D,32
12/16/2017,198742,FACETED DUO BANGL  SZ,Jewellery,32A1BE1D,32
11/17/2017,292126,SCORPIUS LRG R  LX,Luggage,32A1BE1D,32
11/13/2017,283851,X3 DOUBLE DECKER  YC,Luggage,32A1BE1D,32
11/24/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,2DEFA40B,38
11/16/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,2DEFA40B,38
12/6/2017,221278,PRINT BANGLE  ZZ,Jewellery,2DEFA40B,38
12/28/2017,279207,PATENT MAKEUP BAG  D0,Luggage,2DEFA40B,38
11/3/2017,143768,LEATHER GLOVE  AS,Handbags & Access,2DEFA40B,38
12/17/2017,137072,ANIMAL BUCKLE GLO  SH,Handbags & Access,2DEFA40B,38
11/11/2017,290473,PASSPORT/TAG  JX,Luggage,2DEFA40B,38
11/19/2017,288550,TRAVELLER SML TB  T0,Luggage,2DEFA40B,38
12/5/2017,250190,ESSENTIAL BAG  B0,Luggage,2DEFA40B,38
11/11/2017,281612,LEATHER BAG  JR,Luggage,2DEFA40B,38
11/2/2017,228963,FACET BANGLE  N4,Jewellery,2DEFA40B,38
11/22/2017,191373,BRUSHED MOON RING  T4,Jewellery,2DEFA40B,38
12/3/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,DBC51AE,21
12/2/2017,299237,PATENT KEY FOB  Y0,Luggage,DBC51AE,21
11/14/2017,150031,LEATHER GLOVE  J0,Handbags & Access,DBC51AE,21
12/25/2017,153716,LEATHER GLOVE  LN,Handbags & Access,DBC51AE,21
11/13/2017,286904,GLOBE TRAV LRG TB  F0,Luggage,DBC51AE,21
11/20/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,312F180C,30
12/26/2017,274152,TRAVELLER SML 4W  F0,Luggage,312F180C,30
12/24/2017,286092,PATENT PPORT HLDR  BV,Luggage,312F180C,30
11/11/2017,293256,PATENT LEATHER  UF,Luggage,312F180C,30
11/16/2017,225379,FACET BANGLE  A4,Jewellery,312F180C,30
12/30/2017,148301,LEATHER GLOVE  IK,Handbags & Access,312F180C,30
11/27/2017,145332,LEATHER GLOVE  B0,Handbags & Access,312F180C,30
11/24/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,29F5E590,43
11/30/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,29F5E590,43
12/16/2017,236520,ORGANIC RING  Z0,Jewellery,29F5E590,43
12/6/2017,300050,XENON MED RC  B0,Luggage,29F5E590,43
12/2/2017,234548,LARGE PLASTIC BAN  X3,Jewellery,29F5E590,43
12/28/2017,268380,TRAVELLER MED RC  F0,Luggage,29F5E590,43
11/11/2017,153716,LEATHER GLOVE  LN,Handbags & Access,29F5E590,43
12/27/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,20DEC9F2,38
12/27/2017,219484,SPECKLE WOOD BANG  R8,Jewellery,20DEC9F2,38
12/16/2017,290473,PASSPORT/TAG  JX,Luggage,20DEC9F2,38
11/21/2017,183306,"CASHMERE STRIPE A4, 1SIZE",Handbags & Access,20DEC9F2,38
11/19/2017,262169,ARTEMIS LGE RC  C0,Luggage,20DEC9F2,38
12/28/2017,268141,TRAVELLER SML RC  F0,Luggage,20DEC9F2,38
11/30/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,12FD1002,43
11/14/2017,286092,PATENT PPORT HLDR  BV,Luggage,12FD1002,43
12/19/2017,276151,SEN BACKPACK  MC,Luggage,12FD1002,43
11/30/2017,226649,FACET BANGLE  D4,Jewellery,12FD1002,43
11/1/2017,128697,STUDDED BOW GLOVE  Y0,Handbags & Access,12FD1002,43
12/22/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,F175A0A,29
11/7/2017,261275,ARTEMIS LGE RC  F7,Luggage,F175A0A,29
