User ID,Date,SKU
B8D978F,12/19/2017,141244
16E36B69,12/3/2017,213702
123FEDC4,11/23/2017,272220
1089FCF6,12/26/2017,300050
24F16000,12/23/2017,250997
356BDDD0,11/20/2017,183306
A71B8EA,11/14/2017,173982
2AB11B64,11/10/2017,257107
37DE495D,12/27/2017,262169
64C666F,12/20/2017,194505
283D51EF,11/13/2017,197201
7489574,11/16/2017,182555
1E146E75,12/28/2017,141861
38E2A6B4,11/17/2017,204552
16D9376,11/29/2017,272220
2F936B1,12/7/2017,237712
262169C5,11/30/2017,211153
1444C598,12/20/2017,141740
157F38C8,12/8/2017,266071
2BE33480,11/9/2017,300050
27DE5B8F,11/26/2017,269361
2DBACA5E,12/18/2017,225315
28BE84C7,12/26/2017,261275
12B510DE,11/18/2017,137072
2D129C00,11/25/2017,153716
570B6CA,12/30/2017,280237
12312DD9,11/20/2017,151661
5199D8C,12/2/2017,245213
2ECD6129,12/29/2017,200573
2FDFAA35,12/13/2017,245213
20622D32,11/17/2017,169942
1C84565,12/23/2017,167688
65ECDB,11/30/2017,160639
F21C09,11/22/2017,172185
22791D11,12/7/2017,162348
228DD5F8,11/23/2017,245741
C8436C,12/11/2017,151661
345DDF64,11/22/2017,266071
9E7F433,12/28/2017,249218
3B285A29,12/26/2017,204552
1AB50C54,11/20/2017,213228
14608B65,11/11/2017,282055
1608F729,12/12/2017,211153
74EB484,12/6/2017,184019
15AECB5C,11/16/2017,141861
30EBD70E,11/14/2017,231778
C2A600,12/2/2017,292126
36F40130,11/7/2017,150031
1BFB1B80,12/18/2017,135119
339A9749,12/3/2017,299237
1239B4FB,12/20/2017,286904
46BE086,11/1/2017,160639
E5CAA38,11/5/2017,222124
203DF735,11/1/2017,194505
14608B65,11/26/2017,195053
2D9BF7F,11/18/2017,153716
9D1DDA6,12/28/2017,167688
D0BFB77,12/13/2017,221278
235B6270,12/26/2017,303791
16456D69,11/27/2017,193499
3B21C9D5,12/20/2017,276969
12FD1002,11/1/2017,128697
21E5848C,12/21/2017,150031
37F550B3,11/24/2017,176256
172C8B95,12/17/2017,241864
3D37D85,11/24/2017,302445
19034058,12/8/2017,191879
BFC8251,11/23/2017,239263
57FEA77,12/28/2017,268380
21AF0E3C,11/6/2017,266071
46BE086,12/28/2017,237712
464FAB5,11/26/2017,261946
21AF0E3C,12/6/2017,282539
527CAD4,12/24/2017,233242
1C3C2EC4,11/2/2017,271285
F429D34,11/19/2017,293256
3FADB17,12/11/2017,283851
1E861F85,12/3/2017,245003
1C031332,12/24/2017,250190
103F612F,12/27/2017,300050
48B9C9B,12/18/2017,147552
27768253,11/11/2017,179521
17A6A6F3,11/10/2017,239263
36F71D7B,12/30/2017,178394
24A103AC,12/22/2017,191787
1C5680FE,11/10/2017,206439
2D4C0C6F,12/26/2017,302445
2BE4E639,12/8/2017,147552
5A88C6A,12/6/2017,292126
2136AC3,11/24/2017,297011
27C53FB6,11/1/2017,301871
24C669BD,11/18/2017,225379
C8C916D,11/10/2017,186796
2E3B8447,11/2/2017,181610
2D774CA4,11/29/2017,282539
385E5EA6,12/15/2017,212118
3264D120,11/21/2017,137072
29246CC5,12/2/2017,239263
26606B37,11/6/2017,193499
1086AF0F,11/23/2017,235236
32151186,11/14/2017,186064
1A73B459,11/25/2017,237712
2532DC8C,12/15/2017,193499
45451F2,11/20/2017,251871
A9FF762,12/17/2017,292126
2A733198,11/23/2017,250109
102ABE60,11/12/2017,151269
527CAD4,12/6/2017,303791
18028E1D,11/12/2017,301871
2B6DB86D,12/26/2017,276969
296394F3,11/23/2017,202579
34D32759,12/12/2017,250109
19296F43,11/2/2017,129446
1D20A942,12/11/2017,158770
DD26571,11/11/2017,128697
2C034FC9,11/30/2017,198742
1608F729,12/8/2017,186064
34B754E3,11/7/2017,279207
3AF1A7B1,11/15/2017,140219
826A919,12/3/2017,155500
312F180C,11/11/2017,293256
141B0234,12/3/2017,122451
A496029,11/6/2017,247596
27C53FB6,12/11/2017,147552
C68E893,12/2/2017,183306
313985FA,12/30/2017,155500
20E428CC,12/3/2017,301871
1ACF9B51,12/1/2017,128697
1BDC97DB,11/17/2017,206439
2FC9B37F,11/21/2017,129446
2AEEF11E,11/30/2017,181450
1444C598,12/11/2017,206439
25026E3C,11/14/2017,191787
1F71C97,12/24/2017,249218
2AFB509C,12/2/2017,151269
351E02CE,12/25/2017,272220
249B3DD9,11/29/2017,122451
115E26D3,11/13/2017,250190
2CE0AC1C,11/25/2017,276151
1576A949,11/27/2017,294967
C9325B1,11/22/2017,155500
1757109C,11/9/2017,250997
465F0D4,11/1/2017,278833
1FCDE80B,12/5/2017,245213
2BFA6950,11/6/2017,231778
23BE43AA,11/13/2017,266071
DB39264,12/5/2017,128697
21BAE7C,12/4/2017,297011
4ED966,12/9/2017,276151
3AC0EACA,12/11/2017,283851
33A7713B,11/16/2017,266071
2C764FD,12/16/2017,197201
28DAF76E,12/29/2017,148301
2AB11B64,11/14/2017,282539
115E26D3,12/20/2017,185847
24F16000,12/24/2017,137551
201173E6,12/3/2017,179521
8E17631,12/26/2017,181610
379E2754,12/9/2017,237712
251F6363,12/15/2017,236520
3828F54E,11/1/2017,271285
245E931A,12/13/2017,290473
EA3B5D3,12/17/2017,162348
1DC661FD,11/7/2017,231268
2D046D36,12/24/2017,137551
1272BD43,11/13/2017,173025
39C61CC3,11/4/2017,193499
22ED0EB8,12/17/2017,141740
2BE33480,11/18/2017,131559
1DFFCB72,11/3/2017,147552
3B98BCE4,12/21/2017,155582
71DF1FB,12/13/2017,158319
34A427F9,12/10/2017,186064
14BAFBB2,12/22/2017,276969
6AB5EEA,12/10/2017,194505
1E146E75,11/27/2017,228963
8D70DB6,11/18/2017,250190
9E7F433,12/26/2017,263281
FC2A677,11/7/2017,191373
20F76A6A,12/12/2017,263281
A2224EB,12/19/2017,275472
2744A22F,12/25/2017,155500
6178FEB,12/5/2017,142089
24958B97,12/20/2017,213228
11470AAD,11/9/2017,251718
3828F54E,11/11/2017,239263
31BBBC50,12/4/2017,206439
3B55150D,12/24/2017,239263
2209DFDE,11/12/2017,122451
20724F0D,12/27/2017,145332
16D9376,12/19/2017,276151
15422E1B,12/4/2017,126412
46BE086,12/9/2017,221278
22483D16,12/11/2017,186796
F92328D,11/20/2017,128697
3927888C,12/11/2017,283851
26EA1962,11/9/2017,300050
2BFA6950,12/13/2017,215392
1295C349,11/8/2017,245213
20F76A6A,12/13/2017,124549
D887988,11/28/2017,272220
39D656ED,12/24/2017,191879
320F9D72,12/29/2017,251871
1B1B57B9,12/25/2017,241864
2E4D655F,12/23/2017,141740
11856C86,12/3/2017,288550
27694262,11/22/2017,181450
3812D07E,11/24/2017,178394
9D1DDA6,12/9/2017,151269
231C9B0C,11/16/2017,178394
12FD1002,12/19/2017,276151
18F899D3,11/17/2017,281612
2EAC6EED,11/30/2017,126412
31FDD66C,12/20/2017,151661
27A2B91E,12/25/2017,169942
219F1F1E,11/27/2017,193499
140B58CE,11/18/2017,234548
E544E0A,11/8/2017,142089
17334E0E,11/14/2017,126412
149E92F7,12/22/2017,164260
465F0D4,11/28/2017,228963
1EB7FCA6,11/7/2017,186064
2536BE5C,12/9/2017,141244
3FADB17,12/6/2017,147552
36ECD302,11/12/2017,282055
154F69C2,11/9/2017,166408
31553493,12/26/2017,260400
3B8C788E,12/17/2017,169942
161AFA5A,11/14/2017,297011
1916618D,12/25/2017,268380
7F7E75,12/11/2017,158770
26223E69,12/27/2017,278833
2262C2B7,11/12/2017,181450
361C190C,11/27/2017,245741
1AB50C54,11/6/2017,237712
1E72DFFF,11/25/2017,150031
1E4C6BCD,12/16/2017,186064
14B8232C,11/22/2017,251871
1176C301,11/19/2017,191879
24C669BD,11/25/2017,213702
2AEEF11E,11/24/2017,231268
3A3DB970,12/31/2017,153716
12E79130,12/14/2017,182555
280F52F2,12/7/2017,301871
201B5227,11/24/2017,143768
20A34F18,12/28/2017,245213
12312DD9,12/26/2017,241864
27C53FB6,11/15/2017,164260
FDB9291,12/29/2017,233242
69051BA,12/25/2017,148301
53B57A7,12/11/2017,155582
228DD5F8,12/12/2017,193499
281284C2,11/5/2017,228963
5825728,12/30/2017,147552
31B2BC31,12/21/2017,225379
24575A2A,12/5/2017,151661
237568AA,12/25/2017,181610
33A7713B,11/17/2017,155582
1C2AE064,12/13/2017,173025
10810862,12/12/2017,172185
2A733198,12/26/2017,145748
1FCDE80B,12/26/2017,242932
2A4AC65D,12/25/2017,122451
26223E69,12/4/2017,241864
42F4538,12/18/2017,194505
20622D32,12/1/2017,176256
26223E69,12/22/2017,242932
2A2C5C67,12/21/2017,231778
1875A78D,11/26/2017,179521
37F00BA3,12/1/2017,245003
1F35DB64,11/7/2017,269361
A11DAD3,12/22/2017,299237
2419DBF1,12/15/2017,268380
3D37D85,12/5/2017,173982
102C9B10,11/12/2017,251718
6C24264,11/9/2017,181450
2E52C07B,12/7/2017,268380
B999DE2,12/27/2017,179521
FC3A2CC,12/1/2017,261275
359281D8,11/18/2017,191879
11555F37,11/9/2017,164260
31B4250E,12/26/2017,237712
16E0DA71,11/25/2017,185847
20450972,11/21/2017,150031
2D9BF7F,12/16/2017,181610
2ADC98B0,12/24/2017,300050
E6AD830,12/20/2017,286092
1387378E,12/30/2017,225379
286F5573,11/23/2017,231268
357C6A08,11/22/2017,301871
2A95F376,12/18/2017,206439
1E768527,12/7/2017,250190
35A8293C,12/23/2017,215392
1029FC6,12/11/2017,268141
D0B15C5,11/16/2017,225315
15B9292D,11/3/2017,172185
1606F1C4,11/13/2017,228963
283D51EF,12/27/2017,239263
39745585,12/2/2017,155582
2B82B9CB,12/18/2017,268141
33B45FB4,11/7/2017,250109
826A919,12/25/2017,197201
1F2C7DCA,12/24/2017,142089
AFE1F77,12/29/2017,181610
C26215B,11/26/2017,247596
2F6A689C,12/12/2017,155500
FB07696,12/25/2017,185847
235B6270,12/11/2017,225315
126ACF11,12/23/2017,225315
385E5EA6,12/5/2017,233242
2CBC17D6,12/17/2017,178394
19A7BFA7,11/15/2017,253476
1875A78D,12/15/2017,137551
185574EF,12/21/2017,137551
DD26571,12/21/2017,276151
13A73C08,11/2/2017,261946
364C45C9,12/27/2017,276969
2B4CE0A9,11/24/2017,185847
E708E0E,12/29/2017,231268
2B89D858,11/12/2017,263281
2022438F,11/13/2017,141740
31553493,11/9/2017,245213
2CF1645B,12/27/2017,282055
74EB484,11/15/2017,202579
25656E9C,12/28/2017,250190
25C87F1D,12/10/2017,191308
25BF90CD,11/27/2017,184019
AE6DA99,11/27/2017,215392
2052C5EE,12/28/2017,131559
2AAFDF8,12/11/2017,181450
1086AF0F,11/13/2017,239263
31D4FA88,11/25/2017,263281
C6D2846,12/14/2017,155500
31553493,11/8/2017,181610
2279FB16,12/5/2017,186796
1551EE88,12/7/2017,178735
20E428CC,11/11/2017,301871
2D046D36,11/20/2017,186064
14C34279,11/14/2017,250997
27C53FB6,11/13/2017,151661
29D93D54,11/5/2017,173025
C26215B,12/5/2017,191373
1E4C6BCD,11/15/2017,281612
1CD0DCC4,12/6/2017,172185
182E4ED9,11/18/2017,162348
FB07696,12/12/2017,137072
1ACF9B51,11/23/2017,231268
9651210,11/16/2017,213228
148EBDBC,11/25/2017,300050
37B153BF,12/31/2017,239815
6C6C1DA,12/3/2017,228963
103EFA9D,11/14/2017,183306
20665BD3,11/26/2017,137072
2385E2EF,11/27/2017,126412
86FCA01,11/11/2017,129446
1BFDC394,12/13/2017,212118
22791D11,12/23/2017,300050
2535B3C5,12/11/2017,281612
16B490E7,12/24/2017,251718
1CB94B51,12/8/2017,198742
1576A949,11/2/2017,204552
C26215B,11/6/2017,281612
1C2AE064,12/8/2017,214049
1366F192,11/24/2017,268141
1761DDE6,12/10/2017,167688
21ACDA95,12/23/2017,173982
241F21FE,12/13/2017,245003
280C31FA,11/14/2017,231268
21E5848C,12/24/2017,179521
1757109C,12/18/2017,197201
1E206338,11/27/2017,212118
48B9C9B,11/12/2017,160639
E6AD830,11/6/2017,179521
27AA1B9E,12/16/2017,249218
320A5CF1,11/13/2017,182555
2B82B9CB,12/22/2017,280237
2744A22F,11/28/2017,191373
36BC2BAF,11/27/2017,137551
2C26C5D,11/11/2017,186796
1AC4419E,11/11/2017,145332
1E206338,11/30/2017,186064
3798EC9,11/7/2017,182555
1E861F85,11/1/2017,184019
98453D,11/15/2017,272220
317F7BF2,11/21/2017,251871
2CF7EB6F,11/1/2017,278833
1C0D4A72,12/18/2017,276969
39FC9DE9,12/27/2017,261275
CB6FCDC,12/22/2017,150031
18028E1D,12/16/2017,202579
2F6973E0,11/10/2017,143768
3812D07E,11/10/2017,137551
1B232CD1,11/16/2017,225315
24F85321,11/10/2017,186796
2E6C6F60,12/14/2017,129446
29475B95,12/3/2017,250109
37D1B42E,11/20/2017,245213
339C055,11/20/2017,261946
24575A2A,11/30/2017,257107
19BB0F1B,12/19/2017,288550
21CBAD0E,12/25/2017,228963
2E8A648C,12/12/2017,124549
3A50CFD6,11/28/2017,164260
E64C422,11/16/2017,263281
220C9FFC,11/16/2017,228963
395A11D1,12/14/2017,167688
27490914,11/12/2017,137551
AB97C4B,12/24/2017,301871
2DC7008,11/19/2017,250997
313985FA,12/30/2017,141861
10FDAD0,12/10/2017,191373
255AF334,12/2/2017,274152
A92D846,11/24/2017,278833
249B3DD9,12/29/2017,293256
36649F15,12/19/2017,147552
342112E,11/23/2017,193499
7C77DDD,12/21/2017,214049
7387B25,12/28/2017,297011
22AACC5B,12/19/2017,212118
DB17A82,12/10/2017,292126
2ADC98B0,11/15/2017,271285
182E4ED9,11/21/2017,214049
4E45B14,12/19/2017,197201
26A00E7F,12/24/2017,157310
11856C86,11/7/2017,158319
33B4769B,12/31/2017,293256
26DF7F98,12/7/2017,173025
1E6E616F,12/17/2017,234548
2D6085D9,11/15/2017,164260
F429D34,11/18/2017,250997
350C5218,11/7/2017,226649
36D136F3,11/14/2017,222124
1C0D4A72,12/21/2017,145748
8D41203,12/28/2017,301871
A1685F2,12/1/2017,245003
311DBC84,11/16/2017,162348
36BC2BAF,12/22/2017,181610
3881E550,11/12/2017,235236
2128FC02,11/6/2017,233242
66A3F15,12/18/2017,200172
18C02ED8,12/24/2017,178735
12E79130,11/7/2017,160639
1CE1F653,11/19/2017,206439
36D136F3,12/18/2017,158319
38900A41,12/23/2017,160639
2EC08420,12/23/2017,286092
1AF9127B,12/6/2017,226649
2EEEB8EB,11/28/2017,182555
26EA1962,12/24/2017,151661
24B74AF7,12/1/2017,143768
3EDE744,12/5/2017,257107
35428EFB,12/17/2017,260400
28324F99,12/24/2017,275472
FC3A2CC,12/2/2017,251718
36D4D779,11/18/2017,204552
2BF34FFE,12/19/2017,187907
D312DEE,11/19/2017,239815
23606DD3,12/25/2017,211153
102C9B10,11/7/2017,124549
3013A5F5,12/30/2017,197201
11555F37,11/11/2017,263281
27490914,11/13/2017,166102
1A7B3721,11/3/2017,126412
36ED0D17,12/17/2017,249218
2419DBF1,11/8/2017,176256
1D45779C,11/20/2017,178394
22AACC5B,12/14/2017,234548
3938B4B4,12/26/2017,129446
2B89D858,12/3/2017,191787
14E820E,11/2/2017,155500
2022438F,11/24/2017,212118
2AB2914,11/22/2017,124549
31553493,12/16/2017,266071
2DD33BBE,11/29/2017,200172
71CACDE,12/29/2017,251718
DFBDF16,12/5/2017,283851
48B9C9B,11/10/2017,160639
23789885,12/11/2017,155500
2D6FF983,11/16/2017,283851
314E2CB7,11/14/2017,183306
21999522,12/28/2017,268141
2262C2B7,12/14/2017,299237
16457B5F,11/10/2017,297011
1B232CD1,12/24/2017,245213
1338229F,12/12/2017,257107
296394F3,11/1/2017,169942
22B71427,11/9/2017,233242
E544E0A,12/7/2017,286092
2A28C881,11/4/2017,239263
2BE33480,11/30/2017,164260
A9FF762,12/29/2017,162348
1F56E9E9,12/7/2017,158319
35A39C08,12/9/2017,300050
684138A,11/17/2017,186064
5747671,12/25/2017,142089
2E6C6F60,12/8/2017,155500
185574EF,11/18/2017,143768
11DBF59C,12/2/2017,214049
8E17631,11/11/2017,200573
250CCB2D,11/25/2017,187907
36075517,12/2/2017,223062
6178D14,11/7/2017,166408
23606DD3,11/30/2017,151269
3B3572DC,12/5/2017,231778
1AA8589A,11/3/2017,158319
173F752D,12/22/2017,137551
34F54BA9,11/4/2017,207211
570B6CA,12/23/2017,266071
18B4350A,11/13/2017,250190
C06CB9,11/1/2017,191308
203DF735,11/7/2017,200172
21BAE7C,11/3/2017,151661
16BD3D76,11/29/2017,185847
1C97A4CB,11/21/2017,173982
26606B37,11/11/2017,236520
924719E,12/1/2017,166102
1A7B3721,12/19/2017,140219
A7A7271,11/26/2017,182555
1DADAAE7,11/2/2017,268242
36F6DCA0,12/13/2017,293256
19BB0F1B,11/25/2017,148301
16DC560B,12/14/2017,303791
36461654,11/3/2017,141244
1B34D433,12/3/2017,293256
1295C349,11/10/2017,158319
1387378E,12/28/2017,131559
294567F5,12/14/2017,213228
16DDF1A8,11/24/2017,169942
EBDEA7D,12/31/2017,122451
1CC5F8E4,11/20/2017,276151
1596A4,12/1/2017,282539
283D51EF,11/6/2017,241864
24E4CC72,11/19/2017,191787
F346022,12/25/2017,213702
2F2C7788,11/13/2017,198206
27694262,12/7/2017,233242
23BE43AA,12/1/2017,145332
F346022,11/12/2017,237712
2E097EC8,12/1/2017,274152
302BAAEA,11/23/2017,292126
2DEFA40B,11/2/2017,228963
361C190C,11/29/2017,212118
2EF17CC3,12/30/2017,204552
358B60D1,12/4/2017,189455
2E7BEB58,12/19/2017,219484
149E92F7,11/6/2017,145748
1797EE85,12/15/2017,266071
25026E3C,12/20/2017,292126
23ADFEDA,11/9/2017,274152
2804007,11/19/2017,135119
D312DEE,12/2/2017,280237
2169EE5A,12/30/2017,283851
1E72DFFF,12/26/2017,150031
CE9E489,11/17/2017,231778
226BF112,11/18/2017,202579
5BFED18,11/8/2017,217190
1B69F54A,11/26/2017,303791
1F6CCDED,12/7/2017,272220
31B4250E,12/11/2017,166408
36F40130,12/28/2017,231268
2F936B1,11/7/2017,253476
118A9ADE,12/30/2017,239263
17C7366C,11/14/2017,236520
328A2253,11/7/2017,211153
103EFA9D,11/27/2017,145748
37ECECFC,12/9/2017,239815
C26215B,12/10/2017,191787
1512C95A,11/11/2017,221278
39920906,12/1/2017,275472
FFA8A5F,11/29/2017,219484
1F4DA234,11/28/2017,198206
2C68D6D0,12/15/2017,164260
3F0BBBE,12/28/2017,250109
2C034FC9,11/30/2017,176256
230F77A5,12/17/2017,173025
21827597,12/6/2017,160639
13A8292D,11/13/2017,145332
130860B2,12/2/2017,234548
11F4D9FE,11/20/2017,225379
2E336EE0,11/28/2017,204552
1ACF9B51,12/22/2017,179521
350C5218,12/10/2017,263281
24F16000,12/31/2017,166102
249DA9C8,11/23/2017,276969
17F1EA1D,12/18/2017,179521
EA3B5D3,11/29/2017,122451
249E23A5,11/22/2017,178735
311DBC84,12/6/2017,184019
30EBB237,12/20/2017,185847
5BFED18,11/10/2017,176256
2DBA488D,11/16/2017,141740
19014584,11/25/2017,261946
3544BB2,11/28/2017,286904
252971A4,12/22/2017,274152
1576A949,11/26/2017,226649
16851767,11/3/2017,250997
17F3BB20,11/3/2017,268380
57FEA77,11/30/2017,153716
33AFA63A,11/19/2017,137551
16BD3D76,12/21/2017,140219
BDD1B0,12/15/2017,283851
D860D0F,11/5/2017,178735
220CD212,12/13/2017,280237
100024A0,11/6/2017,158770
EA3B5D3,11/24/2017,169942
1769DAD7,12/15/2017,162348
1769DAD7,11/12/2017,186064
2532DC8C,11/9/2017,299237
19A9E933,12/4/2017,286092
374E77C6,11/24/2017,141244
2E60E98E,12/13/2017,157310
2BE4E639,11/19/2017,235236
CB6FCDC,11/18/2017,173025
227868A9,11/12/2017,185847
717D4E6,11/26/2017,167688
D35281,12/8/2017,288550
284C930C,12/24/2017,236520
37B15B9F,12/7/2017,283851
1DC661FD,12/23/2017,128697
1F23BB58,12/9/2017,233242
950260A,11/23/2017,303791
2F451593,12/9/2017,129446
3812D07E,11/9/2017,211153
B8D978F,12/13/2017,143768
2795B70A,12/21/2017,237712
3B4DB15E,11/11/2017,221278
2D55FD15,11/30/2017,186064
283D51EF,11/18/2017,282539
20528484,11/12/2017,147552
201B9055,12/3/2017,303791
27CFC589,12/12/2017,143768
C8436C,11/2/2017,299237
24B74AF7,12/30/2017,303791
3AFDB1BC,11/23/2017,126412
3A8DA4F2,12/13/2017,151269
18B4350A,11/23/2017,164260
98453D,11/14/2017,162348
2C8ABAFC,12/25/2017,195053
2F6973E0,12/2/2017,242932
1499D362,12/10/2017,169942
527CAD4,12/1/2017,155500
196419AD,12/30/2017,281612
57FEA77,11/26/2017,184019
943CADB,11/1/2017,158319
A53617B,11/10/2017,142089
84FA156,12/28/2017,245741
965BD16,11/14/2017,213702
229B5AAE,12/24/2017,200573
39745585,11/1/2017,282539
3B0BB1C7,12/13/2017,153716
2EF17CC3,12/25/2017,257107
28D41F65,12/17/2017,186064
23CDD2A8,11/3/2017,231268
A71B8EA,12/21/2017,173025
1440D4D1,11/5/2017,303791
241F21FE,11/3/2017,191373
3745180,11/17/2017,269361
28D41F65,12/8/2017,138907
12B510DE,11/3/2017,151269
11674E59,12/25/2017,276969
98453D,12/15/2017,173025
F874960,11/4/2017,185847
F8D7EE7,12/7/2017,178394
18C02ED8,11/29/2017,145332
14500D35,12/16/2017,160639
33B45FB4,11/23/2017,198742
CB6FCDC,12/4/2017,239263
16C2D0F2,12/19/2017,217190
1B0AED8F,12/18/2017,135119
2D6085D9,11/11/2017,269361
3730136B,12/3/2017,257107
1ECEC745,11/27/2017,178735
254A94AA,11/11/2017,303791
9651210,12/17/2017,271285
2419DBF1,12/10/2017,231778
123FEDC4,11/14/2017,300050
2D2C9865,11/28/2017,155582
A92D846,12/29/2017,187907
3B55150D,12/4/2017,166102
19014584,11/21/2017,176256
18C02ED8,12/14/2017,250997
169970B4,12/29/2017,147552
A964EC2,12/3/2017,183306
6C24264,11/7/2017,137072
19296F43,11/15/2017,212118
154F69C2,12/8/2017,245741
185574EF,11/26/2017,200573
114A3B39,11/24/2017,172185
FDB9291,12/11/2017,129446
2128FC02,12/23/2017,184019
268731A4,11/8/2017,226649
2CBC17D6,11/21/2017,150031
CE9E489,12/23/2017,162348
965BD16,12/9/2017,151269
A49C504,12/5/2017,235236
EB82BA4,12/17/2017,198742
21E2F385,12/21/2017,141740
1251AA9,12/13/2017,286904
1F56E9E9,11/6/2017,137072
81E408C,12/27/2017,176256
25F501E9,11/2/2017,191879
F8D7EE7,12/6/2017,191879
5747671,12/7/2017,129446
2E52C07B,11/24/2017,300050
8501BEB,11/29/2017,257107
19034058,12/17/2017,231268
1E039A2A,11/30/2017,204552
9F9F5DC,12/20/2017,155500
254A94AA,11/24/2017,239263
8501BEB,12/15/2017,255300
14DF93FF,11/22/2017,141740
1551EE88,11/9/2017,151661
2B89D858,11/3/2017,141861
2797FC64,12/4/2017,219484
2C68D6D0,12/23/2017,269361
250CCB2D,12/27/2017,213702
239C2664,11/9/2017,268380
39D656ED,12/30/2017,137551
